PebbleCounts,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
UTM X (m),UTM Y (m),a (px),b (px),a (m),b (m),area (px),area (m2),orientation,ellipse area (px),perc. diff. area,,Correction Factor:,,,,,
,,,,,,,,,,,,3.18E-05,,,,corrected diameter (mm),correction
-104.7004319,32.23399161,125.26425,74.54060108,7.46E-06,4.44E-06,5739,2.04E-11,-0.137754822,7313.39641,21.52756834,,,,,,420.3,
-104.7003684,32.23409047,111.9720317,31.62894109,6.67E-06,1.88E-06,1819,6.45E-12,-1.761013831,2773.915914,34.42483276,,,,,,178.4,
-104.7004273,32.23407403,42.09514814,21.75511754,2.51E-06,1.30E-06,477,1.69E-12,-0.138839032,717.2863355,33.49936052,,,,,,122.7,
-104.7004315,32.23405915,165.0199984,55.56034216,9.83E-06,3.31E-06,5395,1.91E-11,-2.626009508,7181.258688,24.8738942,,,,,,313.3,
-104.7004276,32.23403669,48.62446057,23.62348341,2.90E-06,1.41E-06,681,2.42E-12,-0.14199715,899.7001953,24.30811913,,,,,,133.2,
-104.7004326,32.23403098,203.1267653,182.8312444,1.21E-05,1.09E-05,26583,9.43E-11,-2.08891135,29088.18671,8.612385266,,,,,,1031.0,
-104.7003765,32.23401448,45.59816371,22.23474104,2.72E-06,1.32E-06,601,2.13E-12,-0.128456403,794.1060607,24.31741429,,,,,,125.4,
-104.700365,32.23400918,33.67129568,29.75341486,2.01E-06,1.77E-06,703,2.49E-12,-1.428122442,784.6856808,10.40998744,,,,,,167.8,
-104.7003592,32.23400811,44.44097622,23.31813099,2.65E-06,1.39E-06,676,2.40E-12,-0.102669665,811.6642343,16.71432947,,,,,,131.5,
-104.7003531,32.23400066,51.90219179,42.50602498,3.09E-06,2.53E-06,1457,5.17E-12,-2.792606659,1727.966317,15.68122678,,,,,,239.7,
-104.7004306,32.23399632,47.37053717,29.49753323,2.82E-06,1.76E-06,917,3.25E-12,-0.139616319,1094.442854,16.2130762,,,,,,166.3,
-104.7004097,32.23409476,91.06213697,34.28181169,5.42E-06,2.04E-06,1830,6.49E-12,-0.869587629,2445.122849,25.15713471,,,,,,193.3,
-104.7004128,32.23408976,29.60877641,20.15055366,1.76E-06,1.20E-06,415,1.47E-12,-1.997004362,467.3115609,11.19415081,,,,,,113.6,
-104.7004138,32.23408356,73.42522862,38.72745487,4.37E-06,2.31E-06,1784,6.33E-12,-1.599160114,2227.221167,19.90018653,,,,,,218.4,
-104.7003995,32.23406873,61.25042824,43.22278637,3.65E-06,2.57E-06,1495,5.30E-12,-0.285976877,2073.580839,27.90249738,,,,,,243.7,
-104.7003428,32.23404652,126.3719143,44.29400618,7.53E-06,2.64E-06,3337,1.18E-11,-2.668033534,4384.242902,23.88651645,,,,,,249.8,
-104.7004087,32.23403723,150.719346,92.26389059,8.98E-06,5.49E-06,8771,3.11E-11,-1.010865868,10891.80472,19.47156397,,,,,,520.3,
-104.700415,32.23403598,101.7337732,74.81598067,6.06E-06,4.46E-06,4755,1.69E-11,-2.461503438,5961.541978,20.23875673,,,,,,421.9,
-104.7003963,32.23402681,97.85911238,40.3091521,5.83E-06,2.40E-06,2347,8.32E-12,-0.084619915,3089.612521,24.0357817,,,,,,227.3,
-104.7004008,32.23402484,53.62033248,32.36244793,3.19E-06,1.93E-06,1186,4.21E-12,-1.236652602,1359.158009,12.74009406,,,,,,182.5,
-104.7003957,32.23401811,83.91501028,51.40195835,5.00E-06,3.06E-06,2914,1.03E-11,-1.431533094,3378.457024,13.74760787,,,,,,289.9,
-104.7003524,32.23400596,66.06284037,38.51641464,3.93E-06,2.29E-06,1440,5.11E-12,-2.28779834,1992.976496,27.7462628,,,,,,217.2,
-104.7003588,32.2340059,31.70784864,21.53927876,1.89E-06,1.28E-06,462,1.64E-12,-0.339106025,534.9300739,13.63357147,,,,,,121.5,
-104.7003628,32.2340034,90.83914591,41.36331584,5.41E-06,2.46E-06,1982,7.03E-12,-1.182702188,2942.981077,32.65332165,,,,,,233.3,
-104.7011924,32.23254733,64.02360407,23.20119532,3.81E-06,1.38E-06,808,2.87E-12,-1.573317867,1163.454918,30.55167093,,,,,,130.8,
-104.700288,32.2339613,72.82886362,47.30536919,4.34E-06,2.82E-06,2046,7.26E-12,-0.951623453,2698.441772,24.17846397,,,,,,266.8,
-104.7003019,32.2339548,111.5481902,38.66696126,6.64E-06,2.30E-06,2502,8.87E-12,-2.941534976,3378.326759,25.9396684,,,,,,218.0,
-104.7002908,32.23392961,125.5590162,62.91387668,7.48E-06,3.75E-06,4573,1.62E-11,-2.858293834,6187.189708,26.0892228,,,,,,354.8,
-104.7002942,32.23392449,86.85478345,49.80351888,5.17E-06,2.97E-06,1600,5.67E-12,-0.582107885,3388.073726,52.77552588,,,,,,280.8,
-104.7002882,32.23392211,101.7891443,76.37345726,6.06E-06,4.55E-06,4243,1.50E-11,-1.488259169,6088.958235,30.31648705,,,,,,430.7,
-104.7002826,32.23391967,112.3634033,87.52425546,6.69E-06,5.21E-06,5333,1.89E-11,-0.001686464,7702.866856,30.76603686,,,,,,493.6,
-104.7002664,32.23394492,47.25272675,31.30120806,2.81E-06,1.86E-06,977,3.47E-12,-2.687235319,1158.476039,15.66506623,,,,,,176.5,
-104.7003131,32.23393521,75.4150395,22.55934408,4.49E-06,1.34E-06,991,3.51E-12,-0.331518418,1332.549996,25.63130818,,,,,,127.2,
-104.7002697,32.23398434,28.0564025,21.28005977,1.67E-06,1.27E-06,374,1.33E-12,-0.021331849,467.6316617,20.02252401,,,,,,120.0,
-104.7002686,32.23397535,31.64407517,24.97052503,1.88E-06,1.49E-06,557,1.98E-12,-1.761728128,618.8981188,10.00134221,,,,,,140.8,
-104.7002664,32.23397481,56.66836535,23.08027686,3.37E-06,1.37E-06,785,2.78E-12,-0.006563911,1024.426444,23.37175553,,,,,,130.2,
-104.7002618,32.23397076,32.45662457,26.28110592,1.93E-06,1.57E-06,587,2.08E-12,-2.373158935,668.1070738,12.13983162,,,,,,148.2,
-104.7003043,32.23395659,46.94618998,20.97980058,2.80E-06,1.25E-06,617,2.19E-12,-2.848488625,771.4375759,20.01945209,,,,,,118.3,
-104.7003103,32.23395343,44.30455656,29.65252838,2.64E-06,1.77E-06,850,3.01E-12,-2.222958136,1028.985383,17.39435624,,,,,,167.2,
-104.7003172,32.23394391,33.52264457,23.14823315,2.00E-06,1.38E-06,483,1.71E-12,-0.429077754,607.7923109,20.53206476,,,,,,130.5,
-104.7002715,32.23392122,34.91359138,27.7514331,2.08E-06,1.65E-06,633,2.25E-12,-2.697990151,758.8903339,16.58873862,,,,,,156.5,
-104.7011766,32.23242757,56.34969311,35.56259828,3.36E-06,2.12E-06,1393,4.94E-12,-1.639656338,1569.5824,11.25027907,,,,,,200.5,
-104.7011784,32.23241268,281.3267654,169.1456571,1.68E-05,1.01E-05,30334,1.08E-10,-0.800903558,37270.99489,18.61231478,,,,,,953.8,
-104.7011685,32.23236283,76.65945572,61.60634547,4.57E-06,3.67E-06,2625,9.31E-12,-1.200586105,3699.050493,29.03584299,,,,,,347.4,
-104.701161,32.2323623,80.31772896,51.29052185,4.78E-06,3.05E-06,2729,9.68E-12,-2.228604602,3226.618496,15.42229107,,,,,,289.2,
-104.7012008,32.23242209,41.33673596,36.5439187,2.46E-06,2.18E-06,949,3.37E-12,-1.144044528,1183.178796,19.79234221,,,,,,206.1,
-104.7011726,32.23226278,61.87407591,44.24314095,3.68E-06,2.63E-06,1727,6.13E-12,-1.991311169,2144.143058,19.45500122,,,,,,249.5,
-104.7011895,32.23224557,302.0472178,284.9286284,1.80E-05,1.70E-05,43630,1.55E-10,-1.024858389,67407.77752,35.27453121,,,,,,1606.8,
-104.7011794,32.23224021,129.0242433,43.47945747,7.68E-06,2.59E-06,3508,1.24E-11,-1.594808499,4393.944007,20.16284243,,,,,,245.2,
-104.7011847,32.23220942,61.13867471,30.17506687,3.64E-06,1.80E-06,1266,4.49E-12,-0.120802226,1444.985014,12.38663459,,,,,,170.2,
-104.7011633,32.23226725,43.49286231,39.67436095,2.59E-06,2.36E-06,867,3.07E-12,-1.93148824,1351.534112,35.85067572,,,,,,223.7,
-104.7011822,32.23221972,80.44669134,45.57627776,4.79E-06,2.71E-06,1388,4.92E-12,-2.518112789,2871.746639,51.66704537,,,,,,257.0,
-104.7011763,32.2322299,103.9756922,45.98617731,6.19E-06,2.74E-06,3228,1.14E-11,-0.223232579,3745.055094,13.80634145,,,,,,259.3,
-104.7011744,32.23222675,121.1663527,35.58738959,7.22E-06,2.12E-06,2392,8.48E-12,-2.755214636,3377.359174,29.17543333,,,,,,200.7,
-104.7011778,32.23222419,41.64238644,23.04090917,2.48E-06,1.37E-06,574,2.04E-12,-2.302604943,751.5092028,23.62036315,,,,,,129.9,
-104.701192,32.23218768,67.60346698,62.64300154,4.03E-06,3.73E-06,1810,6.42E-12,-3.02753001,3316.962861,45.43200887,,,,,,353.3,
-104.7012033,32.2321847,49.16918943,33.46345906,2.93E-06,1.99E-06,1054,3.74E-12,-2.633938394,1288.733035,18.21424833,,,,,,188.7,
-104.7012082,32.23218786,50.17610003,30.17924872,2.99E-06,1.80E-06,973,3.45E-12,-3.01076172,1186.053851,17.96325277,,,,,,170.2,
-104.7012037,32.23217636,41.93200444,22.78058481,2.50E-06,1.36E-06,543,1.93E-12,-2.921374343,748.1859929,27.42446328,,,,,,128.5,
-104.7011777,32.23215999,33.21957657,23.03716168,1.98E-06,1.37E-06,419,1.49E-12,-1.997011278,599.4074605,30.09763348,,,,,,129.9,
-104.7011945,32.23219018,25.99181362,21.18734711,1.55E-06,1.26E-06,330,1.17E-12,-1.042623393,431.3325641,23.49290838,,,,,,119.5,
-104.701201,32.23218774,85.34465318,52.33539707,5.08E-06,3.12E-06,2386,8.46E-12,-1.150319522,3498.411748,31.79762212,,,,,,295.1,
-104.7011962,32.23217833,46.78833892,20.59720342,2.79E-06,1.23E-06,567,2.01E-12,-0.455346714,754.8227247,24.88302466,,,,,,116.2,
-104.7010472,32.23332114,60.53585854,44.73949931,3.61E-06,2.66E-06,1811,6.42E-12,-1.016048148,2121.30398,14.62798275,,,,,,252.3,
-104.701043,32.23328505,94.69009787,61.26207625,5.64E-06,3.65E-06,3505,1.24E-11,-2.433247642,4543.550488,22.85768565,,,,,,345.5,
-104.7010465,32.23328433,50.69225441,26.5296443,3.02E-06,1.58E-06,744,2.64E-12,-1.225320019,1053.34858,29.368111,,,,,,149.6,
-104.7010457,32.23328183,46.07632854,36.94830054,2.74E-06,2.20E-06,863,3.06E-12,-0.501652886,1333.433664,35.27987005,,,,,,208.4,
-104.701058,32.23326176,76.38461257,44.84167871,4.55E-06,2.67E-06,2262,8.02E-12,-2.616900147,2682.790898,15.68481904,,,,,,252.9,
-104.7010547,32.23325813,71.16825421,31.42879061,4.24E-06,1.87E-06,1449,5.14E-12,-2.443224644,1751.91513,17.29051397,,,,,,177.2,
-104.7010533,32.23325467,157.4290994,77.04620079,9.38E-06,4.59E-06,7363,2.61E-11,-2.237508216,9500.256266,22.49682752,,,,,,434.5,
-104.7010571,32.23325622,48.60349846,31.23252941,2.89E-06,1.86E-06,1002,3.55E-12,-0.755892069,1188.977865,15.72593323,,,,,,176.1,
-104.7010466,32.23325372,50.43999105,43.84691751,3.00E-06,2.61E-06,1299,4.61E-12,-1.593797123,1732.260288,25.01126946,,,,,,247.3,
-104.7010552,32.23324955,65.88104609,34.95191689,3.92E-06,2.08E-06,1275,4.52E-12,-0.154985509,1803.559884,29.30647817,,,,,,197.1,
-104.7010497,32.23324711,62.7915308,24.23497335,3.74E-06,1.44E-06,1047,3.71E-12,-2.41933801,1191.907901,12.15764245,,,,,,136.7,
-104.7010561,32.2332452,64.0428068,50.52322854,3.81E-06,3.01E-06,2314,8.21E-12,-2.055113957,2534.314648,8.693263423,,,,,,284.9,
-104.7010655,32.23321626,111.0069304,67.26732965,6.61E-06,4.01E-06,4755,1.69E-11,-2.47336373,5848.619429,18.69876202,,,,,,379.3,
-104.7010554,32.2332031,133.0815507,57.40290078,7.93E-06,3.42E-06,4931,1.75E-11,-1.100649909,5983.437702,17.58918124,,,,,,323.7,
-104.701078,32.23319792,107.5807871,85.26008365,6.41E-06,5.08E-06,5866,2.08E-11,-0.275432605,7184.218843,18.34881247,,,,,,480.8,
-104.7010889,32.23319798,54.9194662,45.14019076,3.27E-06,2.69E-06,1650,5.85E-12,-0.555240639,1941.729724,15.02421887,,,,,,254.6,
-104.7010781,32.23318958,264.6279414,164.4003227,1.58E-05,9.79E-06,18437,6.54E-11,-1.079054624,34075.12405,45.89308031,,,,,,927.1,
-104.7010742,32.23319589,45.6937006,44.10031557,2.72E-06,2.63E-06,1443,5.12E-12,-2.175319882,1578.327452,8.574104922,,,,,,248.7,
-104.7010829,32.23319512,59.13779279,36.37291837,3.52E-06,2.17E-06,1160,4.11E-12,-2.636062178,1684.776672,31.14814449,,,,,,205.1,
-104.7010821,32.23319071,95.40202608,37.5261139,5.68E-06,2.23E-06,2250,7.98E-12,-1.253774207,2804.079173,19.75975495,,,,,,211.6,
-104.7010641,32.23318851,82.08007916,42.87134883,4.89E-06,2.55E-06,2079,7.37E-12,-0.24592165,2756.157271,24.56889084,,,,,,241.8,
-104.7010892,32.23318922,58.63267396,40.41399242,3.49E-06,2.41E-06,1452,5.15E-12,-1.229608609,1855.96823,21.7659022,,,,,,227.9,
-104.701079,32.23318374,101.248509,24.66494201,6.03E-06,1.47E-06,1508,5.35E-12,-0.33214957,1955.995343,22.90370192,,,,,,139.1,
-104.7010826,32.23318178,142.9817505,55.88021639,8.52E-06,3.33E-06,3561,1.26E-11,-0.287599068,6258.031864,43.09712579,,,,,,315.1,
-104.7010678,32.23317213,172.4078164,137.5663393,1.03E-05,8.19E-06,13989,4.96E-11,-2.216918979,18576.68485,24.69592873,,,,,,775.8,
-104.7010784,32.23316653,118.7122725,46.09121709,7.07E-06,2.74E-06,2331,8.27E-12,-1.575974614,4285.612266,45.60870524,,,,,,259.9,
-104.7010814,32.23316713,82.25524327,38.63493039,4.90E-06,2.30E-06,1462,5.19E-12,-0.520838766,2489.102646,41.2639731,,,,,,217.9,
-104.701048,32.23326021,81.88219932,36.56843085,4.88E-06,2.18E-06,1271,4.51E-12,-1.462787493,2345.281111,45.80607014,,,,,,206.2,
-104.7010626,32.2332103,103.4631639,36.57252992,6.16E-06,2.18E-06,2370,8.41E-12,-1.223577624,2963.738216,20.0334231,,,,,,206.2,
-104.7010556,32.23320989,90.12208673,83.47021476,5.37E-06,4.97E-06,3829,1.36E-11,-0.329511688,5891.987967,35.01344501,,,,,,470.7,
-104.701087,32.23319488,52.14161677,25.26803309,3.11E-06,1.50E-06,844,2.99E-12,-0.374660759,1031.941342,18.21240551,,,,,,142.5,
-104.7010619,32.23318386,121.3456875,81.1705615,7.23E-06,4.83E-06,5143,1.82E-11,-1.402933987,7714.752152,33.33551229,,,,,,457.7,
-104.7010771,32.23317826,44.18497535,26.13532776,2.63E-06,1.56E-06,661,2.34E-12,-0.444069741,904.485584,26.91978604,,,,,,147.4,
-104.7010744,32.23317737,54.75147641,28.27916177,3.26E-06,1.68E-06,986,3.50E-12,-2.555864083,1212.722537,18.69533466,,,,,,159.5,
-104.7010892,32.23317368,74.7223998,27.48900963,4.45E-06,1.64E-06,888,3.15E-12,-1.036216679,1608.825666,44.80446087,,,,,,155.0,
-104.7010799,32.23317445,68.74392259,23.84484416,4.09E-06,1.42E-06,680,2.41E-12,-0.695242586,1283.890187,47.03596874,,,,,,134.5,
-104.7010856,32.23317243,47.35819242,38.52752823,2.82E-06,2.29E-06,942,3.34E-12,-2.072075345,1429.108974,34.08480271,,,,,,217.3,
-104.7010798,32.23317183,36.53155922,23.65126843,2.18E-06,1.41E-06,462,1.64E-12,-0.900464438,676.7398135,31.73151767,,,,,,133.4,
-104.7010584,32.2331629,129.7685565,105.9819339,7.73E-06,6.31E-06,8658,3.07E-11,-1.86145331,10772.10047,19.6257032,,,,,,597.6,
-104.701044,32.23316463,40.80434492,24.53241204,2.43E-06,1.46E-06,643,2.28E-12,-1.329851026,784.0535791,17.99029848,,,,,,138.3,
-104.7010513,32.23316457,69.99970679,29.93896263,4.17E-06,1.78E-06,1334,4.73E-12,-0.180631331,1641.4666,18.73121269,,,,,,168.8,
-104.7010454,32.23316302,33.82255451,24.66241164,2.01E-06,1.47E-06,563,2.00E-12,-2.589590005,653.3426789,13.82776326,,,,,,139.1,
-104.7010434,32.23316201,45.52958183,23.09561338,2.71E-06,1.38E-06,630,2.23E-12,-1.706619327,823.6111998,23.50759677,,,,,,130.2,
-104.7010432,32.23316004,37.18394497,25.11153116,2.21E-06,1.50E-06,474,1.68E-12,-2.616284999,731.3541655,35.18871945,,,,,,141.6,
-104.7010451,32.23315962,33.0225817,26.07555461,1.97E-06,1.55E-06,423,1.50E-12,-2.07424541,674.4405269,37.28134904,,,,,,147.0,
-104.7010557,32.23326086,30.83851188,20.11234975,1.84E-06,1.20E-06,321,1.14E-12,-3.094290081,485.7975352,33.92309002,,,,,,113.4,
-104.7010621,32.23325884,41.78641873,24.52681002,2.49E-06,1.46E-06,716,2.54E-12,-1.693769524,802.7407322,10.80557255,,,,,,138.3,
-104.7010485,32.23325288,28.43056208,25.25747906,1.69E-06,1.50E-06,464,1.65E-12,-0.814949601,562.4378362,17.50199397,,,,,,142.4,
-104.7010487,32.23325068,29.2693238,20.75535403,1.74E-06,1.24E-06,341,1.21E-12,-2.560263588,475.8191493,28.33411591,,,,,,117.0,
-104.7010505,32.23324901,68.34762036,27.17640615,4.07E-06,1.62E-06,837,2.97E-12,-2.867138508,1454.837558,42.46780367,,,,,,153.3,
-104.7010579,32.23324788,37.72382783,26.15095278,2.25E-06,1.56E-06,524,1.86E-12,-0.431732001,772.6847695,32.18450516,,,,,,147.5,
-104.7010585,32.23321054,124.2587039,54.91142266,7.40E-06,3.27E-06,3884,1.38E-11,-1.966358209,5344.272524,27.32406549,,,,,,309.7,
-104.7010669,32.2332006,324.3043263,181.3072301,1.93E-05,1.08E-05,24323,8.63E-11,-0.992562923,46053.95654,47.18586235,,,,,,1022.4,
-104.7010577,32.23320036,71.96295879,50.46950038,4.29E-06,3.01E-06,2331,8.27E-12,-0.790769563,2844.704096,18.0582612,,,,,,284.6,
-104.7010511,32.23317791,339.8100337,148.3467652,2.02E-05,8.83E-06,32605,1.16E-10,-0.026972194,39483.29242,17.42076712,,,,,,836.5,
-104.7010767,32.23318029,47.32293887,38.5136154,2.82E-06,2.29E-06,1161,4.12E-12,-1.019389476,1427.529455,18.67067991,,,,,,217.2,
-104.7010826,32.23317159,39.07628865,20.56727116,2.33E-06,1.22E-06,537,1.90E-12,-0.709518067,629.4903317,14.69289155,,,,,,116.0,
