PebbleCounts,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
UTM X (m),UTM Y (m),a (px),b (px),a (m),b (m),area (px),area (m2),orientation,ellipse area (px),perc. diff. area,,Corrected Area,Correction Factor:,,,,
,,,,,,,,,,,,,6.38E-05,,,corrected diameter (mm),conversion
-104.7008031,32.23525861,40.81904078,27.55028178,3.46E-06,2.34E-06,652,4.69E-12,-1.159226036,880.8215291,25.9781944,,0.04160823,,,,220.1,
-104.7007887,32.23525675,95.17278616,43.48461256,8.07E-06,3.69E-06,2717,1.96E-11,-2.802382929,3241.510775,16.18105913,,0.173388897,,,,347.4,
-104.7007858,32.23524988,136.0644005,103.2268373,1.15E-05,8.76E-06,8541,6.15E-11,-0.702671522,11001.10261,22.36232761,,0.545055049,,,,824.6,
-104.7008265,32.23524759,204.9402367,61.47982613,1.74E-05,5.22E-06,7677,5.52E-11,-0.58940686,9868.677241,22.2084195,,0.489917763,,,,491.1,
-104.7007998,32.23523724,48.19576467,21.53024775,4.09E-06,1.83E-06,701,5.04E-12,-3.048866476,812.7500105,13.74961662,,0.044735229,,,,172.0,
-104.7007829,32.23523673,59.54504026,31.61405797,5.05E-06,2.68E-06,1288,9.27E-12,-2.860838945,1474.432584,12.64436134,,0.082195399,,,,252.5,
-104.7007814,32.2352324,60.93034218,35.69534951,5.17E-06,3.03E-06,1431,1.03E-11,-2.751176957,1703.508626,15.99690321,,0.09132113,,,,285.2,
-104.7008121,32.23522884,125.1016872,68.54098813,1.06E-05,5.81E-06,5495,3.95E-11,-0.68412046,6716.029721,18.18082665,,0.350670588,,,,547.5,
-104.7007802,32.23522875,56.4651628,36.35003294,4.79E-06,3.08E-06,1471,1.06E-11,-3.104942567,1607.623976,8.498503281,,0.093873783,,,,290.4,
-104.7007834,32.23522604,32.34680619,20.11939956,2.74E-06,1.71E-06,450,3.24E-12,-0.470715274,509.7362309,11.71904747,,0.028717337,,,,160.7,
-104.7007987,32.23522477,35.41678528,25.77473299,3.00E-06,2.19E-06,586,4.22E-12,-2.313498632,714.9939958,18.0412698,,0.037396354,,,,205.9,
-104.7007863,32.23522349,36.44586175,23.83689742,3.09E-06,2.02E-06,614,4.42E-12,-1.041233258,680.4512751,9.765765391,,0.03918321,,,,190.4,
-104.7007947,32.23522358,32.41711818,22.00853538,2.75E-06,1.87E-06,491,3.53E-12,-0.808507575,558.8105899,12.1348076,,0.031333805,,,,175.8,
-104.7007587,32.23521679,134.0475022,55.92033817,1.14E-05,4.74E-06,4654,3.35E-11,-1.195281529,5871.209756,20.73183903,,0.297001077,,,,446.7,
-104.7007535,32.23521603,74.16149442,61.71423418,6.29E-06,5.24E-06,2309,1.66E-11,-1.175474617,3584.783221,35.58885272,,0.147351845,,,,493.0,
-104.700789,32.23521671,36.24317142,32.91347372,3.07E-06,2.79E-06,858,6.17E-12,-1.144973188,934.3272062,8.169215845,,0.054754388,,,,262.9,
-104.7007816,32.23521594,66.53697415,44.22313884,5.64E-06,3.75E-06,2057,1.48E-11,-0.106929774,2304.685623,10.74704596,,0.131270137,,,,353.3,
-104.7007934,32.23521603,31.54109777,20.01425206,2.68E-06,1.70E-06,436,3.14E-12,-0.575268858,494.4418821,11.81976774,,0.027823908,,,,159.9,
-104.7007927,32.23521323,66.89382208,30.72211685,5.67E-06,2.61E-06,1449,1.04E-11,-3.026233939,1609.667697,9.981420217,,0.092469824,,,,245.4,
-104.7007917,32.23521017,58.90131818,27.91095585,5.00E-06,2.37E-06,919,6.61E-12,-0.117694124,1287.652885,28.62983411,,0.058647183,,,,223.0,
-104.7007453,32.23518506,69.18668994,61.57102733,5.87E-06,5.22E-06,3100,2.23E-11,-1.774598176,3336.553052,7.089743473,,0.197830541,,,,491.9,
-104.7007062,32.23515317,42.89508537,35.54229035,3.64E-06,3.02E-06,955,6.87E-12,-2.625250826,1194.131152,20.02553502,,0.06094457,,,,283.9,
-104.7007904,32.23527702,45.34363331,39.68546723,3.85E-06,3.37E-06,1251,9.00E-12,-0.091204676,1409.440983,11.24140598,,0.079834196,,,,317.0,
-104.7008074,32.23527626,31.06749383,20.77219154,2.64E-06,1.76E-06,295,2.12E-12,-2.001523397,505.4609632,41.63743167,,0.01882581,,,,165.9,
-104.7007965,32.23527253,53.90155831,39.61308229,4.57E-06,3.36E-06,1406,1.01E-11,-1.394972206,1672.395685,15.92898664,,0.089725723,,,,316.4,
-104.7007914,32.23526532,125.8826868,96.4276601,1.07E-05,8.18E-06,4578,3.29E-11,-2.787409899,9507.508308,51.8485827,,0.292151038,,,,770.3,
-104.7007264,32.23524623,47.15136928,44.19897182,4.00E-06,3.75E-06,1489,1.07E-11,-2.625717717,1632.32096,8.780194779,,0.095022476,,,,353.1,
-104.7006936,32.23524657,28.76550067,24.38327014,2.44E-06,2.07E-06,460,3.31E-12,-2.577331258,549.3675069,16.26734486,,0.0293555,,,,194.8,
-104.7007321,32.23524326,128.7376306,80.38439062,1.09E-05,6.82E-06,6389,4.60E-11,-2.904672349,8105.434805,21.17634459,,0.407722364,,,,642.2,
-104.7007979,32.23523495,26.85106001,23.96885761,2.28E-06,2.03E-06,444,3.20E-12,-1.662176742,504.0897329,11.92044371,,0.028334439,,,,191.5,
-104.7007936,32.23523384,35.50963375,31.83736959,3.01E-06,2.70E-06,649,4.67E-12,-1.737425561,885.4875377,26.70704303,,0.041416781,,,,254.3,
-104.7007886,32.23523401,30.25008076,24.08264616,2.57E-06,2.04E-06,485,3.49E-12,-1.122718935,570.5974474,15.00137229,,0.030950907,,,,192.4,
-104.7007727,32.23522969,49.38725187,33.1533406,4.19E-06,2.81E-06,1043,7.51E-12,-0.998774415,1282.452349,18.67144219,,0.066560405,,,,264.8,
-104.70078,32.23522349,59.46440558,46.34549474,5.04E-06,3.93E-06,2039,1.47E-11,-0.656530622,2158.557818,5.538782267,,0.130121443,,,,370.2,
-104.7006947,32.23516436,45.93086927,31.96184232,3.90E-06,2.71E-06,993,7.15E-12,-1.040165489,1149.835071,13.6397884,,0.063369589,,,,255.3,
-104.7007006,32.23514757,62.98714348,45.66691971,5.34E-06,3.87E-06,1687,1.21E-11,-1.328247473,2252.956017,25.12059769,,0.107658104,,,,364.8,
-104.7006613,32.23516462,31.04386654,21.31420892,2.63E-06,1.81E-06,468,3.37E-12,-1.0999483,518.2557238,9.69708996,,0.02986603,,,,170.3,
-104.7006707,32.23516173,42.67513013,29.21474508,3.62E-06,2.48E-06,694,4.99E-12,-3.067196794,976.5085194,28.93047155,,0.044288515,,,,233.4,
-104.7006367,32.23515054,30.62260665,21.68474142,2.60E-06,1.84E-06,457,3.29E-12,-2.952739427,520.1103365,12.1340285,,0.029164051,,,,173.2,
-104.7006534,32.23514333,85.89451737,28.63432627,7.29E-06,2.43E-06,1104,7.95E-12,-0.373704309,1926.422288,42.69169294,,0.070453199,,,,228.7,
-104.7006624,32.23516114,40.05644742,20.50632263,3.40E-06,1.74E-06,562,4.04E-12,-2.453170549,643.3677637,12.64716205,,0.035864763,,,,163.8,
-104.7006536,32.23515317,158.3176149,104.0921241,1.34E-05,8.83E-06,9758,7.02E-11,-1.326239567,12907.62057,24.40124852,,0.622719491,,,,831.5,
-104.7006355,32.23515401,31.35186999,26.2255409,2.66E-06,2.22E-06,573,4.12E-12,-1.306332898,644.0016576,11.02507373,,0.036566742,,,,209.5,
-104.7006202,32.23515071,47.5062968,21.15582235,4.03E-06,1.79E-06,543,3.91E-12,-0.207843896,787.1910914,31.02056084,,0.034652253,,,,169.0,
-104.7006422,32.23514842,63.37187752,31.80743167,5.38E-06,2.70E-06,1193,8.59E-12,-0.971421915,1578.789605,24.4357832,,0.07613285,,,,254.1,
-104.7006616,32.23514816,43.52313993,26.06409443,3.69E-06,2.21E-06,771,5.55E-12,-1.949363794,888.5092249,13.22543668,,0.04920237,,,,208.2,
-104.7006465,32.23514426,184.6491058,63.43324133,1.57E-05,5.38E-06,7573,5.45E-11,-0.548538779,9174.094169,17.45234069,,0.483280867,,,,506.7,
-104.7006606,32.23514307,57.16608026,25.59401424,4.85E-06,2.17E-06,959,6.90E-12,-2.946037446,1145.977005,16.31594738,,0.061199835,,,,204.5,
-104.7006562,32.23513857,56.95721691,50.77274935,4.83E-06,4.31E-06,1997,1.44E-11,-1.994380789,2265.053804,11.83432392,,0.127441158,,,,405.6,
-104.7006685,32.23512067,60.85615853,29.74695984,5.16E-06,2.52E-06,1313,9.45E-12,-0.34859263,1417.90196,7.398393071,,0.083790807,,,,237.6,
-104.7006682,32.23511736,71.34211214,30.54819237,6.05E-06,2.59E-06,1258,9.05E-12,-0.832089678,1706.988365,26.30295403,,0.08028091,,,,244.0,
-104.7006642,32.23511592,32.23683565,25.27347104,2.73E-06,2.14E-06,546,3.93E-12,-1.87448254,638.1406026,14.43891867,,0.034843702,,,,201.9,
-104.7006473,32.23510786,69.40544554,56.44513413,5.89E-06,4.79E-06,2538,1.83E-11,-0.544761106,3068.45061,17.28724614,,0.161965779,,,,450.9,
-104.7006701,32.23510065,46.74624694,34.97483266,3.97E-06,2.97E-06,946,6.81E-12,-2.722418296,1280.564551,26.12633241,,0.060370223,,,,279.4,
-104.7006608,32.23507232,245.6000401,131.7699802,2.08E-05,1.12E-05,20674,1.49E-10,-1.592946224,25348.01734,18.43938039,,1.319338261,,,,1052.6,
-104.7006659,32.23505968,33.84954987,29.7111077,2.87E-06,2.52E-06,729,5.25E-12,-2.262858584,787.7180965,7.454201794,,0.046522085,,,,237.3,
-104.7006573,32.23505561,72.58269788,25.0289627,6.16E-06,2.12E-06,1262,9.08E-12,-2.60828117,1422.902161,11.30802706,,0.080536175,,,,199.9,
-104.7006619,32.23505425,26.9916864,21.0570828,2.29E-06,1.79E-06,407,2.93E-12,-0.005859532,445.1714516,8.574550641,,0.025973236,,,,168.2,
-104.7006548,32.23505153,96.07404787,49.40987512,8.15E-06,4.19E-06,3350,2.41E-11,-2.164380448,3718.081684,9.899774001,,0.213784617,,,,394.7,
-104.7006651,32.23505187,39.87729564,23.65012134,3.38E-06,2.01E-06,670,4.82E-12,-2.311219627,738.6830824,9.298044596,,0.042756923,,,,188.9,
-104.700588,32.23503703,121.2822252,93.37016325,1.03E-05,7.92E-06,5109,3.68E-11,-0.695464957,8869.606562,42.39879791,,0.326037495,,,,745.9,
-104.7006299,32.23500564,157.1258888,64.21029659,1.33E-05,5.45E-06,6683,4.81E-11,-0.389133051,7902.263454,15.42929392,,0.426484357,,,,512.9,
-104.7006597,32.23508377,85.35550651,30.64801514,7.24E-06,2.60E-06,1734,1.25E-11,-0.470603824,2048.957634,15.37160305,,0.11065747,,,,244.8,
-104.7006558,32.23506239,97.84254093,45.60696283,8.30E-06,3.87E-06,2567,1.85E-11,-2.556106679,3495.086716,26.55403976,,0.163816451,,,,364.3,
-104.7006514,32.23504975,55.95177123,29.25971822,4.75E-06,2.48E-06,1149,8.27E-12,-2.170996185,1282.280566,10.39402523,,0.073324933,,,,233.7,
-104.700655,32.23504644,27.89881925,24.64114155,2.37E-06,2.09E-06,460,3.31E-12,-2.218728096,538.4504298,14.56966612,,0.0293555,,,,196.8,
-104.700652,32.23504602,40.37789578,35.15987124,3.43E-06,2.98E-06,976,7.02E-12,-0.231360094,1111.962241,12.22723539,,0.062284712,,,,280.9,
-104.7005952,32.23504364,65.8807546,57.93722681,5.59E-06,4.92E-06,2738,1.97E-11,-1.340759209,2989.615592,8.416319244,,0.174729039,,,,462.8,
-104.7006523,32.23504313,34.21702049,22.33892045,2.90E-06,1.90E-06,530,3.81E-12,-3.086589568,598.6919971,11.47367887,,0.033822641,,,,178.5,
-104.701921,32.23654827,71.63687208,42.7325152,6.08E-06,3.63E-06,1662,1.20E-11,-2.748724128,2397.696183,30.68346141,,0.106062697,,,,341.4,
-104.7019086,32.2365459,94.92137812,50.21524402,8.05E-06,4.26E-06,3341,2.40E-11,-2.429673516,3733.349887,10.50932538,,0.21321027,,,,401.1,
-104.7019483,32.23653249,79.04332516,47.40146838,6.71E-06,4.02E-06,2732,1.97E-11,-2.790400683,2934.648416,6.905372874,,0.174346141,,,,378.7,
-104.7019444,32.23652147,132.5306633,54.76187962,1.12E-05,4.65E-06,4278,3.08E-11,-1.003621917,5684.520003,24.74298625,,0.273006147,,,,437.5,
-104.7019408,32.23652444,39.87350437,21.07083797,3.38E-06,1.79E-06,596,4.29E-12,-0.723002728,658.0596999,9.430709692,,0.038034517,,,,168.3,
-104.7019513,32.2365196,34.96458971,23.9878793,2.97E-06,2.03E-06,523,3.76E-12,-1.319278222,656.9304196,20.38730672,,0.033375927,,,,191.6,
-104.7020093,32.23650603,55.364826,29.15489638,4.70E-06,2.47E-06,944,6.79E-12,-0.638027243,1264.283654,25.33321164,,0.060242591,,,,232.9,
-104.7020003,32.23649585,32.66204274,23.05151877,2.77E-06,1.96E-06,534,3.84E-12,-2.621472107,589.7147203,9.447741157,,0.034077906,,,,184.1,
-104.7019488,32.23649381,52.51526006,28.60324386,4.46E-06,2.43E-06,1047,7.54E-12,-0.998209786,1176.521561,11.00885571,,0.06681567,,,,228.5,
-104.7019997,32.23649313,30.98857332,22.76917686,2.63E-06,1.93E-06,504,3.63E-12,-0.513687495,552.6472255,8.802582054,,0.032163417,,,,181.9,
-104.7019729,32.2365431,66.04537668,31.6636594,5.60E-06,2.69E-06,1430,1.03E-11,-0.22106393,1637.957421,12.69614329,,0.091257314,,,,252.9,
-104.7020252,32.23650425,31.72931797,26.48552279,2.69E-06,2.25E-06,570,4.10E-12,-0.372849397,658.2158984,13.40227403,,0.036375293,,,,211.6,
-104.7018905,32.23650314,100.817136,30.19514102,8.55E-06,2.56E-06,1855,1.34E-11,-0.166573314,2384.352709,22.20110753,,0.118379243,,,,241.2,
-104.7018952,32.23649237,37.2593763,21.85588869,3.16E-06,1.85E-06,535,3.85E-12,-2.710456362,637.8273418,16.12150108,,0.034141722,,,,174.6,
-104.7019789,32.23648567,27.93692987,22.92583274,2.37E-06,1.94E-06,422,3.04E-12,-2.486035066,501.6523816,15.87800328,,0.02693048,,,,183.1,
-104.7020249,32.23644545,47.47385562,32.77899949,4.03E-06,2.78E-06,736,5.30E-12,-2.704907621,1218.847244,39.6150745,,0.046968799,,,,261.9,
-104.7019858,32.23642603,42.95021937,24.82389929,3.64E-06,2.11E-06,561,4.04E-12,-1.239437016,835.0922788,32.82179536,,0.035800946,,,,198.3,
-104.7020204,32.23642085,47.2168552,25.04110433,4.01E-06,2.12E-06,827,5.95E-12,-2.547983219,926.0823714,10.69908838,,0.052776083,,,,200.0,
-104.7019946,32.23641924,49.17483715,21.59755337,4.17E-06,1.83E-06,686,4.94E-12,-1.581227374,831.8529621,17.53350277,,0.043777984,,,,172.5,
-104.7020143,32.2364105,105.0487256,57.11248901,8.91E-06,4.85E-06,3842,2.76E-11,-3.041390239,4699.167841,18.24084327,,0.245182238,,,,456.2,
-104.7019777,32.2364111,35.82546772,25.30642333,3.04E-06,2.15E-06,540,3.89E-12,-0.153654263,710.1036076,23.95475896,,0.034460804,,,,202.2,
-104.7019712,32.23641101,35.35271335,26.56168592,3.00E-06,2.25E-06,607,4.37E-12,-0.323827016,735.4911819,17.47011862,,0.038736496,,,,212.2,
-104.7019343,32.23639786,30.19971807,22.20429774,2.56E-06,1.88E-06,432,3.11E-12,-1.827232916,525.2172872,17.74832807,,0.027568643,,,,177.4,
-104.7019308,32.23639472,37.60652327,31.87450414,3.19E-06,2.70E-06,743,5.35E-12,-2.343786927,938.8705212,20.86235714,,0.047415514,,,,254.6,
-104.7019459,32.23639277,45.8980819,28.20482383,3.89E-06,2.39E-06,897,6.46E-12,-0.820074423,1013.951097,11.53419499,,0.057243224,,,,225.3,
-104.7019937,32.23639124,39.27182918,23.14453048,3.33E-06,1.96E-06,495,3.56E-12,-1.354526258,711.9157255,30.46929823,,0.03158907,,,,184.9,
-104.7019409,32.23638972,49.21013038,25.45091302,4.17E-06,2.16E-06,767,5.52E-12,-0.92162664,980.9727957,21.81230679,,0.048947105,,,,203.3,
-104.701941,32.23638607,31.3971286,22.54525242,2.66E-06,1.91E-06,503,3.62E-12,-0.529828206,554.4266724,9.275649062,,0.032099601,,,,180.1,
-104.7019145,32.2363831,43.19002773,24.01961263,3.66E-06,2.04E-06,715,5.15E-12,-0.17845646,812.5471349,12.00510478,,0.045628657,,,,191.9,
-104.7019304,32.23638208,61.68815216,21.00910582,5.23E-06,1.78E-06,536,3.86E-12,-0.198500272,1015.099026,47.1972698,,0.034205539,,,,167.8,
-104.7019132,32.23637818,48.27231849,27.88300417,4.10E-06,2.37E-06,693,4.99E-12,-1.626912861,1054.233477,34.26503571,,0.044224698,,,,222.7,
-104.7019098,32.23637877,35.82339234,24.47619756,3.04E-06,2.08E-06,605,4.35E-12,-0.089058497,686.7675095,11.90614122,,0.038608864,,,,195.5,
-104.7018807,32.23636546,104.6270619,39.6935258,8.88E-06,3.37E-06,2547,1.83E-11,-0.453809114,3252.840645,21.69920763,,0.162540125,,,,317.1,
-104.701874,32.23635799,49.61618842,26.1365563,4.21E-06,2.22E-06,780,5.61E-12,-1.621773502,1015.712611,23.20662444,,0.049776717,,,,208.8,
-104.7019645,32.23635281,48.83222992,42.80534555,4.14E-06,3.63E-06,1170,8.42E-12,-3.002780092,1637.207198,28.53683996,,0.074665075,,,,342.0,
-104.7019607,32.23635061,56.22279153,37.52402834,4.77E-06,3.18E-06,1221,8.79E-12,-1.065779261,1652.421898,26.10845926,,0.077919707,,,,299.8,
-104.7019882,32.23634756,70.66275644,45.22354323,5.99E-06,3.84E-06,1848,1.33E-11,-0.182642016,2502.961917,26.16747432,,0.117932529,,,,361.3,
-104.7019483,32.23634501,76.08108958,26.77946116,6.45E-06,2.27E-06,1017,7.32E-12,-1.241559379,1595.796981,36.27008874,,0.064901181,,,,213.9,
-104.7019929,32.23634518,34.92178497,25.72381021,2.96E-06,2.18E-06,641,4.61E-12,-2.690400323,703.6080699,8.898145513,,0.040906251,,,,205.5,
-104.7019522,32.23634323,56.61600153,31.08658138,4.80E-06,2.64E-06,1004,7.23E-12,-2.746165122,1378.514189,27.16796038,,0.064071569,,,,248.3,
-104.7019471,32.23634077,31.46462287,21.7895106,2.67E-06,1.85E-06,443,3.19E-12,-2.550126925,536.9935731,17.50366817,,0.028270622,,,,174.1,
-104.7019521,32.23634009,38.33641138,25.55911185,3.25E-06,2.17E-06,619,4.45E-12,-2.645229502,767.460967,19.34443228,,0.039502292,,,,204.2,
-104.702015,32.23633729,169.9832878,75.63857683,1.44E-05,6.42E-06,6319,4.55E-11,-3.062086327,10070.44485,37.25202712,,0.403255222,,,,604.2,
-104.7019701,32.23633373,87.21730974,27.62134648,7.40E-06,2.34E-06,1403,1.01E-11,-2.527508324,1886.890133,25.64484941,,0.089534274,,,,220.7,
-104.7019427,32.23633152,40.3350934,22.75497281,3.42E-06,1.93E-06,524,3.77E-12,-0.598845097,718.8834229,27.10918304,,0.033439743,,,,181.8,
-104.7018936,32.23633076,62.33219365,43.84025102,5.29E-06,3.72E-06,1788,1.29E-11,-2.967796067,2140.348658,16.46220846,,0.114103551,,,,350.2,
-104.7019288,32.23632949,77.36332128,52.75422517,6.56E-06,4.48E-06,2313,1.66E-11,-1.21422046,3196.623119,27.64239281,,0.14760711,,,,421.4,
-104.7019487,32.23633093,37.10406659,27.11091881,3.15E-06,2.30E-06,580,4.17E-12,-1.294922392,787.8886212,26.38553415,,0.037013456,,,,216.6,
-104.7019338,32.23633067,29.78729969,23.48851813,2.53E-06,1.99E-06,490,3.53E-12,-2.448246589,548.0066575,10.58502788,,0.031269989,,,,187.6,
-104.7019552,32.23633008,43.84065645,27.1567234,3.72E-06,2.30E-06,775,5.58E-12,-2.499282136,932.5100018,16.89097184,,0.049457635,,,,216.9,
-104.7019186,32.2363266,44.79629232,41.33261159,3.80E-06,3.51E-06,1253,9.02E-12,-2.326618742,1450.220361,13.59933746,,0.079961828,,,,330.2,
-104.7019442,32.23632592,47.67152831,33.15143361,4.04E-06,2.81E-06,975,7.02E-12,-0.090429355,1237.828479,21.23302894,,0.062220896,,,,264.8,
-104.7020206,32.23632575,53.07493745,25.82959524,4.50E-06,2.19E-06,925,6.66E-12,-0.294404907,1073.757408,13.85391211,,0.059030081,,,,206.3,
-104.7019166,32.23632338,40.51699234,22.99497612,3.44E-06,1.95E-06,565,4.07E-12,-1.300936286,729.7418334,22.57535828,,0.036056212,,,,183.7,
-104.7019148,32.23631854,46.10868448,25.34860309,3.91E-06,2.15E-06,575,4.14E-12,-1.03403196,915.4525613,37.18953616,,0.036694375,,,,202.5,
-104.7019563,32.23631786,52.86348962,38.65646223,4.48E-06,3.28E-06,1309,9.42E-12,-1.032021178,1600.578634,18.2170765,,0.083535541,,,,308.8,
-104.7019178,32.23631693,63.75916069,32.45974849,5.41E-06,2.75E-06,1381,9.94E-12,-0.668181641,1621.014215,14.80642259,,0.088130315,,,,259.3,
-104.7020253,32.23642823,45.13563739,29.09997605,3.83E-06,2.47E-06,827,5.95E-12,-0.42560543,1028.753422,19.61144599,,0.052776083,,,,232.5,
-104.7020173,32.23641746,68.06974236,36.76706726,5.77E-06,3.12E-06,1427,1.03E-11,-1.089357397,1960.253228,27.20328275,,0.091065865,,,,293.7,
-104.7019373,32.23637699,35.70896751,22.38199649,3.03E-06,1.90E-06,514,3.70E-12,-2.370984147,626.0012461,17.89153725,,0.03280158,,,,178.8,
-104.7019089,32.23637445,35.72975959,21.39440533,3.03E-06,1.81E-06,447,3.22E-12,-2.221860578,598.7277602,25.34169455,,0.028525888,,,,170.9,
-104.7019281,32.23636927,34.00652332,24.06266269,2.88E-06,2.04E-06,492,3.54E-12,-1.913923965,640.9217329,23.23555674,,0.031397621,,,,192.2,
-104.7019684,32.23635595,63.04523613,46.22197743,5.35E-06,3.92E-06,1424,1.02E-11,-0.694406174,2282.442672,37.61070025,,0.090874416,,,,369.2,
-104.7019712,32.23633738,35.3406467,21.94598501,3.00E-06,1.86E-06,520,3.74E-12,-0.255090736,607.4753386,14.39981726,,0.033184478,,,,175.3,
-104.7019322,32.23633364,52.67185486,27.47094088,4.47E-06,2.33E-06,728,5.24E-12,-2.124427841,1133.316543,35.7637542,,0.046458269,,,,219.5,
-104.7018977,32.23633288,49.78771934,28.72219562,4.22E-06,2.44E-06,612,4.40E-12,-0.913487806,1120.05397,45.35977583,,0.039055578,,,,229.4,
-104.7019302,32.23632211,57.46220732,24.41622253,4.87E-06,2.07E-06,685,4.93E-12,-0.296649673,1098.904269,37.66517981,,0.043714168,,,,195.0,
-104.701957,32.23632185,77.02988828,32.70010672,6.53E-06,2.77E-06,1376,9.90E-12,-0.154577128,1972.911114,30.25534753,,0.087811234,,,,261.2,
-104.7019526,32.23631642,66.12103508,45.54131291,5.61E-06,3.86E-06,1517,1.09E-11,-0.562352294,2358.545569,35.6807,,0.096809333,,,,363.8,
-104.701911,32.23630887,61.50599814,42.41913939,5.22E-06,3.60E-06,1858,1.34E-11,-0.534381224,2043.517707,9.078350854,,0.118570692,,,,338.9,
-104.7019367,32.23630039,60.16768733,33.42536313,5.10E-06,2.84E-06,1333,9.59E-12,-2.314571677,1575.210268,15.37637693,,0.085067133,,,,267.0,
-104.701942,32.23630064,47.62775075,22.25506805,4.04E-06,1.89E-06,750,5.40E-12,-3.066661321,830.210229,9.661435892,,0.047862228,,,,177.8,
-104.7019315,32.23629648,73.82695799,33.88616378,6.26E-06,2.87E-06,1634,1.18E-11,-2.444002411,1959.460263,16.60968939,,0.10427584,,,,270.7,
-104.7018658,32.23629521,88.49456931,41.31818834,7.51E-06,3.51E-06,2205,1.59E-11,-0.618933265,2863.894215,23.00693271,,0.140714949,,,,330.1,
-104.7019365,32.23629665,27.20617849,23.55785948,2.31E-06,2.00E-06,414,2.98E-12,-0.769434356,501.9985368,17.5296401,,0.02641995,,,,188.2,
-104.7019866,32.2362925,97.86161118,52.30044787,8.30E-06,4.44E-06,3479,2.50E-11,-0.85959715,4008.822718,13.21641676,,0.22201692,,,,417.8,
-104.7019813,32.2362841,74.40256939,46.92753147,6.31E-06,3.98E-06,1807,1.30E-11,-1.901669741,2734.731698,33.92404815,,0.115316061,,,,374.9,
-104.7018668,32.23628181,44.12436244,30.21128399,3.74E-06,2.56E-06,650,4.68E-12,-1.228653082,1044.111088,37.74608781,,0.041480597,,,,241.3,
-104.70187,32.23628036,37.87161587,24.69377513,3.21E-06,2.09E-06,565,4.07E-12,-0.706074039,732.4878174,22.86561134,,0.036056212,,,,197.3,
-104.7018671,32.23627468,66.15011161,29.88512111,5.61E-06,2.54E-06,1204,8.66E-12,-1.717841277,1548.40542,22.24258681,,0.07683483,,,,238.7,
-104.70187,32.23627536,34.47969309,20.23166875,2.93E-06,1.72E-06,443,3.19E-12,-1.926022503,546.379226,18.92078269,,0.028270622,,,,161.6,
-104.701888,32.23626705,40.96521738,24.82306456,3.48E-06,2.11E-06,542,3.90E-12,-2.860123182,796.4705861,31.94977826,,0.034588437,,,,198.3,
-104.7018818,32.23626034,44.2043148,29.12037562,3.75E-06,2.47E-06,830,5.97E-12,-1.654451476,1008.232557,17.6777228,,0.052967532,,,,232.6,
-104.7019097,32.23630072,35.62452954,21.44150004,3.02E-06,1.82E-06,478,3.44E-12,-2.057650286,598.2784834,20.10409646,,0.030504193,,,,171.3,
-104.7018817,32.23628003,41.30699695,25.17568841,3.50E-06,2.14E-06,682,4.91E-12,-3.003889017,814.524325,16.27014945,,0.043522719,,,,201.1,
-104.7018819,32.23627731,46.29971333,20.37014872,3.93E-06,1.73E-06,540,3.89E-12,-3.015537618,738.7059261,26.8991921,,0.034460804,,,,162.7,
-104.7018816,32.23627052,68.78831725,53.06256772,5.84E-06,4.50E-06,1804,1.30E-11,-2.637647685,2858.92017,36.89925243,,0.115124612,,,,423.9,
-104.7018504,32.23630811,106.9997466,33.05507882,9.08E-06,2.80E-06,2222,1.60E-11,-3.062017018,2770.256786,19.79082911,,0.141799827,,,,264.1,
-104.7018383,32.23630369,29.82207551,27.67221146,2.53E-06,2.35E-06,586,4.22E-12,-0.920902377,646.3694392,9.339773132,,0.037396354,,,,221.1,
-104.7018392,32.23629869,41.20671342,29.07226489,3.50E-06,2.47E-06,852,6.13E-12,-2.762292752,938.3090941,9.198364873,,0.054371491,,,,232.2,
-104.7018293,32.23628656,30.06552568,21.03400327,2.55E-06,1.78E-06,432,3.11E-12,-0.694135881,495.3245116,12.78444942,,0.027568643,,,,168.0,
-104.701816,32.23628359,33.24233373,26.23371379,2.82E-06,2.23E-06,547,3.94E-12,-1.203151422,683.046645,19.91762144,,0.034907518,,,,209.6,
-104.701755,32.2362807,47.19526604,29.97808489,4.00E-06,2.54E-06,975,7.02E-12,-2.779074853,1108.157283,12.01609959,,0.062220896,,,,239.5,
-104.7018446,32.23628079,33.35589505,23.76125909,2.83E-06,2.02E-06,508,3.66E-12,-2.791314551,620.784879,18.16810989,,0.032418682,,,,189.8,
-104.7017698,32.23627578,63.95447249,48.45942025,5.43E-06,4.11E-06,1948,1.40E-11,-0.426941014,2427.438393,19.75079549,,0.124314159,,,,387.1,
-104.7017492,32.23627587,49.89951941,32.53111923,4.23E-06,2.76E-06,1113,8.01E-12,-2.760672131,1271.43584,12.46117462,,0.071027546,,,,259.9,
-104.7018214,32.23627434,56.3211739,38.44394197,4.78E-06,3.26E-06,1581,1.14E-11,-0.320980607,1695.893956,6.774831407,,0.100893576,,,,307.1,
-104.7018345,32.23627273,53.40728208,45.12828017,4.53E-06,3.83E-06,1749,1.26E-11,-0.924737799,1887.766789,7.350843853,,0.111614715,,,,360.5,
-104.7018181,32.23627129,36.77217822,23.89942208,3.12E-06,2.03E-06,631,4.54E-12,-0.240279313,688.3444846,8.330782892,,0.040268088,,,,190.9,
